POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Palossand,770,Ghost,Ground,NU,COMMON,,Ghostium Z,Water Compaction,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Rock Polish,Shadow Ball,Earth Power,Giga Drain,PASS,0,0,0,0,0,0
Palossand,770,Ghost,Ground,NU,COMMON,,Colbur Berry,Water Compaction,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Stealth Rock,Shore Up,Shadow Ball,Earth Power,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,,Leftovers,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Block,Recover,Soak,Toxic,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,,Leftovers,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Block,Taunt,Spite,Recover,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,,Rocky Helmet,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Toxic,Soak,Recover,Counter,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,,Leftovers,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Toxic,Soak,Recover,Block,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,,Poisonium Z,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Purify,Recover,Toxic,Baton Pass,PASS,0,0,0,0,0,0
Pyukumuku,771,Water,,PU,COMMON,BATON,Leftovers,Unaware,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Curse,Baton Pass,Recover,Toxic,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Eviolite,Battle Armor,252 HP / 4 Atk / 252 SpD,Careful,,Swords Dance,Return,Rest,Iron Defense,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Eviolite,Battle Armor,252 Atk / 4 SpD / 252 Spe,Jolly,,Facade,Double-Edge,Shadow Claw,Swords Dance,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Eviolite,Battle Armor,252 HP / 4 Def / 252 Spe,Jolly,,Thunder Wave,Iron Head,Return,U-turn,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Eviolite,Battle Armor,252 HP / 252 Def / 4 SpA,Bold,,Toxic,U-turn,Hidden Power [Ground],Tri Attack,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Eviolite,Battle Armor,252 HP / 4 Def / 252 SpD,Careful,,Rest,Sleep Talk,U-turn,Return,PASS,0,0,0,0,0,0
Type: Null,772,Normal,,PU,COMMON,,Choice Specs,Battle Armor,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Tri Attack,Air Slash,U-turn,Hidden Power [Ghost],PASS,0,0,0,0,0,0
Silvally,773,Normal,,Untiered,COMMON,,Choice Band,RKS System,252 HP / 252 Atk / 4 Spe,Adamant,,Double-Edge,Parting Shot,Crunch,Explosion,PASS,0,0,0,0,0,0
Silvally,773,Normal,,Untiered,COMMON,,Normalium Z,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Double-Edge,Parting Shot,Shadow Claw,PASS,0,0,0,0,0,0
Silvally-Fire,773,Fire,,Untiered,COMMON,,Fire Memory,RKS System,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Flamethrower,Parting Shot,Thunderbolt,Surf,PASS,0,0,0,0,0,0
Silvally-Dragon,773,Dragon,,PU,COMMON,,Dragon Memory,RKS System,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Draco Meteor,Flamethrower,Defog,Parting Shot,PASS,0,0,0,0,0,0
Silvally-Ice,773,Ice,,Untiered,COMMON,,Ice Memory,RKS System,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Ice Beam,Parting Shot,Thunderbolt,Surf,PASS,0,0,0,0,0,0
Silvally-Dark,773,Dark,,Untiered,COMMON,,Dark Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Multi-Attack,Pursuit,Parting Shot,U-turn,PASS,0,0,0,0,0,0
Silvally-Steel,773,Steel,,NU,COMMON,,Steel Memory,RKS System,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Flash Cannon,Flamethrower,Defog,Parting Shot,PASS,0,0,0,0,0,0
Silvally-Rock,773,Rock,,Untiered,COMMON,,Rock Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Multi-Attack,Zen Headbutt,Fire Fang,PASS,0,0,0,0,0,0
Silvally-Ghost,773,Ghost,,PU,COMMON,,Ghost Memory,RKS System,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Parting Shot,Defog,Toxic,PASS,0,0,0,0,0,0
Silvally-Electric,773,Electric,,Untiered,COMMON,,Electric Memory,RKS System,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Parting Shot,Thunderbolt,Ice Beam,Defog,PASS,0,0,0,0,0,0
Silvally-Bug,773,Bug,,Untiered,COMMON,,Bug Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Parting Shot,Multi-Attack,Fire Fang,Defog,PASS,0,0,0,0,0,0
Silvally-Flying,773,Flying,,Untiered,COMMON,,Flying Memory,RKS System,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Air Slash,Defog,Flamethrower,Parting Shot,PASS,0,0,0,0,0,0
Silvally-Fairy,773,Fairy,,PU,COMMON,,Fairy Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Multi-Attack,Thunderbolt,Parting Shot,Defog,PASS,0,0,0,0,0,0
Silvally-Fighting,773,Fighting,,Untiered,COMMON,,Fighting Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Shadow Claw,Swords Dance,Multi-Attack,U-turn,PASS,0,0,0,0,0,0
Silvally-Grass,773,Grass,,Untiered,COMMON,,Grass Memory,RKS System,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Grass Pledge,Flamethrower,Ice Beam,Parting Shot,PASS,0,0,0,0,0,0
Silvally-Ground,773,Ground,,Untiered,COMMON,,Ground Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Rock Slide,Parting Shot,Swords Dance,Multi-Attack,PASS,0,0,0,0,0,0
Silvally-Psychic,773,Psychic,,Untiered,COMMON,,Psychic Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Crunch,Multi-Attack,U-turn,Swords Dance,PASS,0,0,0,0,0,0
Silvally-Poison,773,Poison,,PU,COMMON,,Poison Memory,RKS System,252 Atk / 4 Def / 252 Spe,Jolly,,Multi-Attack,Crunch,Parting Shot,Defog,PASS,0,0,0,0,0,0
Silvally-Water,773,Water,,PU,COMMON,,Water Memory,RKS System,172 HP / 168 Def / 168 Spe,Bold,0 Atk,Defog,Surf,Thunderbolt,Parting Shot,PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,White Herb,Shields Down,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Power Gem,Shell Smash,Psychic,Hidden Power [Ground],PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,White Herb,Shields Down,168 HP / 172 Atk / 168 Spe,Adamant,,Earthquake,Acrobatics,Stone Edge,Shell Smash,PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,Normalium Z,Shields Down,252 Atk / 4 SpA / 252 Spe,Adamant,,Shell Smash,Explosion,Stone Edge,Earthquake,PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,Leftovers,Shields Down,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Toxic,Stealth Rock,Rock Slide,PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,Liechi Berry,Shields Down,252 Atk / 4 SpD / 252 Spe,Adamant,,Substitute,Acrobatics,Earthquake,Stone Edge,PASS,0,0,0,0,0,0
Minior,774,Rock,Flying,PU,COMMON,,Rockium Z,Shields Down,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Power Gem,Dazzling Gleam,Hidden Power [Ground],Shell Smash,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Choice Band,Comatose,252 Atk / 4 SpD / 252 Spe,Jolly,,Sleep Talk,Last Resort,,,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Choice Band,Comatose,252 HP / 252 Atk / 4 SpD,Adamant,,Return,Earthquake,U-turn,Sucker Punch,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Darkinium Z,Comatose,252 HP / 252 Atk / 4 Spe,Adamant,,Return,Rapid Spin,Earthquake,Sucker Punch,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Leftovers,Comatose,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,Wish,Return,Earthquake,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Leftovers,Comatose,252 HP / 4 Atk / 252 SpD,Careful,,Rapid Spin,Knock Off,Wish,Return,PASS,0,0,0,0,0,0
Komala,775,Normal,,Untiered,COMMON,,Assault Vest,Comatose,252 HP / 252 Atk / 4 Spe,Adamant,,Rapid Spin,Return,U-turn,Sucker Punch,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,,Choice Band,Shell Armor,252 HP / 252 Atk / 4 SpD,Adamant,,Stone Edge,Iron Head,Earthquake,Outrage,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,,Grassium Z,Shell Armor,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shell Smash,Fire Blast,Draco Meteor,Solar Beam,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,,Leftovers,Shell Armor,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,Dragon Tail,Sleep Talk,Rest,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,TRICK,Firium Z,Shell Armor,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Fire Blast,Toxic,Dragon Pulse,Draco Meteor,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,SUN,Heat Rock,Shell Armor,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Sunny Day,Solar Beam,Draco Meteor,Fire Blast,PASS,0,0,0,0,0,0
Turtonator,776,Fire,Dragon,PU,COMMON,,Dragonium Z,Shell Armor,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Draco Meteor,Dragon Pulse,Shell Smash,Fire Blast,PASS,0,0,0,0,0,0
Togedemaru,777,Electric,Steel,NU,COMMON,,Leftovers,Iron Barbs,252 HP / 252 SpD / 4 Spe,Careful,,Substitute,Wish,Toxic,Zing Zap,PASS,0,0,0,0,0,0
Togedemaru,777,Electric,Steel,NU,COMMON,,Electrium Z,Sturdy,252 Atk / 4 Def / 252 Spe,Jolly,,U-turn,Zing Zap,Iron Head,Toxic,PASS,0,0,0,0,0,0
Togedemaru,777,Electric,Steel,NU,COMMON,,Rocky Helmet,Iron Barbs,252 HP / 4 Def / 252 SpD,Careful,,Wish,Zing Zap,Spiky Shield,U-turn,PASS,0,0,0,0,0,0
Togedemaru,777,Electric,Steel,NU,COMMON,,Leftovers,Iron Barbs,252 Atk / 4 SpD / 252 Spe,Jolly,,Encore,Fake Out,Zing Zap,Toxic,PASS,0,0,0,0,0,0
Togedemaru,777,Electric,Steel,NU,COMMON,,Choice Scarf,Iron Barbs,252 Atk / 4 SpD / 252 Spe,Jolly,,Zing Zap,Toxic,U-turn,Iron Head,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,,Leftovers,Disguise,252 HP / 252 Atk / 4 Def,Adamant,,Drain Punch,Substitute,Bulk Up,Shadow Claw,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,,Fairium Z,Disguise,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Play Rough,Shadow Claw,Taunt,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,,Life Orb,Disguise,252 Atk / 4 SpD / 252 Spe,Jolly,,Will-O-Wisp,Swords Dance,Play Rough,Shadow Claw,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,,Red Card,Disguise,252 Atk / 4 SpD / 252 Spe,Jolly,,Shadow Claw,Play Rough,Swords Dance,Shadow Sneak,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,TRICK,Ghostium Z,Disguise,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Trick Room,Play Rough,Shadow Claw,Destiny Bond,PASS,0,0,0,0,0,0
Mimikyu,778,Ghost,Fairy,OU,ULTRA-RARE,,Ghostium Z,Disguise,252 Atk / 4 SpD / 252 Spe,Adamant,,Swords Dance,Shadow Sneak,Play Rough,Shadow Claw,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Waterium Z,Strong Jaw,252 Atk / 4 Def / 252 Spe,Jolly,,Psychic Fangs,Aqua Jet,Waterfall,Swords Dance,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Life Orb,Strong Jaw,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Aqua Jet,Psychic Fangs,Waterfall,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Light Clay,Strong Jaw,252 Atk / 4 SpD / 252 Spe,Jolly,,Reflect,Light Screen,Liquidation,Psychic Fangs,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Leftovers,Dazzling,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Psychic,Scald,Ice Beam,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Choice Band,Strong Jaw,252 Atk / 4 SpD / 252 Spe,Jolly,,Psychic Fangs,Aqua Jet,Waterfall,Crunch,PASS,0,0,0,0,0,0
Bruxish,779,Water,Psychic,RU,RARE,,Choice Scarf,Strong Jaw,252 Atk / 4 Def / 252 Spe,Jolly,,Waterfall,Psychic Fangs,Crunch,Ice Fang,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,,Dragonium Z,Sap Sipper,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Roost,Defog,Fire Blast,Draco Meteor,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,,Rocky Helmet,Sap Sipper,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Draco Meteor,Hyper Voice,Fire Blast,Glare,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,,Leftovers,Berserk,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Roost,Calm Mind,Dragon Pulse,Hyper Voice,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,RAIN,Damp Rock,Sap Sipper,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Rain Dance,Hurricane,Hyper Voice,Draco Meteor,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,,Choice Specs,Sap Sipper,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Draco Meteor,Hyper Voice,Fire Blast,Focus Blast,PASS,0,0,0,0,0,0
Drampa,780,Normal,Dragon,PU,COMMON,TRICK,Life Orb,Sap Sipper,252 HP / 4 Def / 252 SpA,Quiet,0 Atk / 0 Spe,Hyper Voice,Draco Meteor,Focus Blast,Fire Blast,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,,Grassium Z,Steelworker,252 HP / 252 Atk / 4 Spe,Adamant,,Power Whip,Anchor Shot,Knock Off,Earthquake,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,,Colbur Berry,Steelworker,168 HP / 172 Atk / 168 Spe,Adamant,,Earthquake,Anchor Shot,Rapid Spin,Synthesis,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,,Leftovers,Steelworker,252 HP / 252 Def / 4 SpD,Impish,,Phantom Force,Toxic,Anchor Shot,Synthesis,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,TRICK,Groundium Z,Steelworker,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Anchor Shot,Earthquake,Synthesis,Power Whip,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,,Choice Band,Steelworker,252 HP / 252 Atk / 4 SpD,Adamant,,Power Whip,Switcheroo,Anchor Shot,Earthquake,PASS,0,0,0,0,0,0
Dhelmise,781,Ghost,Grass,NU,COMMON,,Assault Vest,Steelworker,252 HP / 252 Atk / 4 SpD,Adamant,,Anchor Shot,Rapid Spin,Power Whip,Shadow Claw,PASS,0,0,0,0,0,0
Jangmo-o,782,Dragon,,LC,NONE,,Berry Juice,Bulletproof,236 Atk / 236 Spe,Adamant,,Dragon Dance,Dragon Claw,Earthquake,Substitute,PASS,0,0,0,0,0,0
Jangmo-o,782,Dragon,,LC,NONE,,Berry Juice,Overcoat,236 Atk / 236 Spe,Adamant,,Dragon Dance,Outrage,Earthquake,Brick Break,PASS,0,0,0,0,0,0
Hakamo-o,783,Dragon,Fighting,NFE,NONE,,Eviolite,Bulletproof,252 HP / 4 Def / 252 SpD,Careful,,Bulk Up,Dragon Tail,Sleep Talk,Rest,PASS,0,0,0,0,0,0
Hakamo-o,783,Dragon,Fighting,NFE,NONE,,Dragonium Z,Bulletproof,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Dance,Outrage,Earthquake,Close Combat,PASS,0,0,0,0,0,0
Hakamo-o,783,Dragon,Fighting,NFE,NONE,,Fightinium Z,Overcoat,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Claw,Close Combat,Dragon Dance,Iron Head,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Leftovers,Bulletproof,252 HP / 4 Def / 252 SpD,Careful,,Stealth Rock,Dragon Tail,Earthquake,Protect,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Salac Berry,Bulletproof,252 Atk / 4 Def / 252 Spe,Jolly,,Belly Drum,Substitute,Drain Punch,Thunder Punch,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Kommonium Z,Bulletproof,252 Atk / 4 SpA / 252 Spe,Naive,,Clanging Scales,Dragon Dance,Close Combat,Poison Jab,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Dragonium Z,Bulletproof,252 Atk / 4 SpD / 252 Spe,Jolly,,Stealth Rock,Swords Dance,Close Combat,Outrage,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Life Orb,Bulletproof,4 Atk / 252 SpA / 252 Spe,Naive,,Clanging Scales,Close Combat,Poison Jab,Flamethrower,PASS,0,0,0,0,0,0
Kommo-o,784,Dragon,Fighting,UU,RARE,,Fightinium Z,Bulletproof,252 Atk / 4 Def / 252 Spe,Jolly,,Dragon Dance,Close Combat,Outrage,Poison Jab,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,,Light Clay,Electric Surge,252 HP / 4 Atk / 252 Spe,Jolly,,Reflect,Light Screen,Taunt,U-turn,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,E-TERRAIN,Choice Scarf,Electric Surge,252 Atk / 4 Def / 252 Spe,Jolly,,Wild Charge,Brave Bird,U-turn,Iron Head,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,E-TERRAIN,Electrium Z,Electric Surge,252 Atk / 4 Def / 252 Spe,Naive,,Wild Charge,Hidden Power [Ice],Taunt,U-turn,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,E-TERRAIN,Electrium Z,Electric Surge,252 SpA / 4 SpD / 252 Spe,Timid,,Thunderbolt,Roost,Hidden Power [Ice],Defog,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,,Fairium Z,Electric Surge,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Dazzling Gleam,Thunderbolt,Calm Mind,PASS,0,0,0,0,0,0
Tapu Koko,785,Electric,Fairy,OU,ULTRA-RARE,RAIN,Magnet,Electric Surge,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Rain Dance,Thunder,Hidden Power [Ice],Nature's Madness,PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,P-TERRAIN,Choice Specs,Psychic Surge,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psyshock,Moonblast,Psychic,Hidden Power [Fire],PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,,Psychium Z,Psychic Surge,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Psyshock,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,P-TERRAIN,Fightinium Z,Psychic Surge,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Moonblast,Taunt,Focus Blast,PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,,Life Orb,Psychic Surge,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Psychic,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,P-TERRAIN,Tapunium Z,Psychic Surge,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Nature's Madness,Taunt,Moonblast,Psychic,PASS,0,0,0,0,0,0
Tapu Lele,786,Psychic,Fairy,OU,ULTRA-RARE,P-TERRAIN,Choice Scarf,Psychic Surge,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Moonblast,Hidden Power [Fire],Thunderbolt,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,,Choice Scarf,Grassy Surge,252 Atk / 4 SpD / 252 Spe,Jolly,,Zen Headbutt,Stone Edge,Wood Hammer,Superpower,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,G-TERRAIN,Choice Band,Grassy Surge,252 Atk / 4 Def / 252 Spe,Adamant,,Wood Hammer,Horn Leech,Superpower,Zen Headbutt,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,TRICK,Life Orb,Grassy Surge,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Superpower,Horn Leech,Zen Headbutt,Stone Edge,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,G-TERRAIN,Assault Vest,Grassy Surge,252 HP / 252 Atk / 4 SpD,Adamant,,Horn Leech,Zen Headbutt,Stone Edge,Superpower,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,,Leftovers,Grassy Surge,252 HP / 4 Def / 252 Spe,Jolly,,Substitute,Leech Seed,Disable,Horn Leech,PASS,0,0,0,0,0,0
Tapu Bulu,787,Grass,Fairy,OU,ULTRA-RARE,,Leftovers,Grassy Surge,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,Horn Leech,Synthesis,Superpower,PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,M-TERRAIN,Waterium Z,Misty Surge,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Hydro Pump,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,M-TERRAIN,Leftovers,Misty Surge,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Taunt,Nature's Madness,Moonblast,Scald,PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,,Light Clay,Misty Surge,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Reflect,Light Screen,Scald,Nature's Madness,PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,M-TERRAIN,Waterium Z,Misty Surge,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Nature's Madness,Hydro Pump,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,,Choice Specs,Misty Surge,252 SpA / 4 SpD / 252 Spe,Modest,,Surf,Trick,Moonblast,Knock Off,PASS,0,0,0,0,0,0
Tapu Fini,788,Water,Fairy,OU,ULTRA-RARE,,Icium Z,Misty Surge,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Calm Mind,Surf,Mist,Moonblast,PASS,0,0,0,0,0,0
Cosmog,789,Psychic,,LC,NONE,,Red Card,Unaware,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Splash,Teleport,,,PASS,0,0,0,0,0,0
Cosmoem,790,Psychic,,NFE,NONE,,Red Card,Sturdy,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Cosmic Power,Splash,Teleport,,PASS,0,0,0,0,0,0
Solgaleo,791,Psychic,Steel,Uber,ULTRA-RARE,,Choice Scarf,Full Metal Body,252 Atk / 4 SpD / 252 Spe,Jolly,,Sunsteel Strike,Flare Blitz,Earthquake,Stone Edge,PASS,0,0,0,0,0,0
Solgaleo,791,Psychic,Steel,Uber,ULTRA-RARE,,Normalium Z,Full Metal Body,252 Atk / 4 Def / 252 Spe,Jolly,,Splash,Flame Charge,Sunsteel Strike,Earthquake,PASS,0,0,0,0,0,0
Solgaleo,791,Psychic,Steel,Uber,ULTRA-RARE,,Leftovers,Full Metal Body,252 HP / 4 Atk / 252 Def,Impish,,Toxic,Morning Sun,Sunsteel Strike,Earthquake,PASS,0,0,0,0,0,0
Solgaleo,791,Psychic,Steel,Uber,ULTRA-RARE,,Leftovers,Full Metal Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Fire Blast,Flash Cannon,Psychic,PASS,0,0,0,0,0,0
Solgaleo,791,Psychic,Steel,Uber,ULTRA-RARE,TRICK,Steelium Z,Full Metal Body,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Trick Room,Sunsteel Strike,Flare Blitz,Stone Edge,PASS,0,0,0,0,0,0
Lunala,792,Psychic,Ghost,Uber,ULTRA-RARE,,Choice Specs,Shadow Shield,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Moongeist Beam,Focus Blast,Ice Beam,Psyshock,PASS,0,0,0,0,0,0
Lunala,792,Psychic,Ghost,Uber,ULTRA-RARE,,Lunalium Z,Shadow Shield,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Moongeist Beam,Focus Blast,Ice Beam,PASS,0,0,0,0,0,0
Nihilego,793,Rock,Poison,UU,RARE,,Electrium Z,Beast Boost,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Stealth Rock,Sludge Wave,Grass Knot,Thunderbolt,PASS,0,0,0,0,0,0
